,Unnamed: 0,Promoter,Share,BSE Code,NSE Code,Price,MCap,TotalShares,CaptureDate,Date
472302,472302,President Of India,51.12,543242,HEMIPROP,200.0,56970000000.0,284850000.0,Jun 2024,01-06-2024
475308,475308,President Of India,74.93,541143,BDL,1316.0,482300000000.0,366489361.7021277,Sep 2021,01-09-2021
475309,475309,President Of India,74.93,541143,BDL,1316.0,482300000000.0,366489361.7021277,Dec 2021,01-12-2021
475310,475310,President Of India,74.93,541143,BDL,1316.0,482300000000.0,366489361.7021277,Mar 2022,01-03-2022
475311,475311,President Of India,74.93,541143,BDL,1316.0,482300000000.0,366489361.7021277,Jun 2022,01-06-2022
475312,475312,President Of India,74.93,541143,BDL,1316.0,482300000000.0,366489361.7021277,Sep 2022,01-09-2022
475313,475313,President Of India,74.93,541143,BDL,1316.0,482300000000.0,366489361.7021277,Dec 2022,01-12-2022
475314,475314,President Of India,74.93,541143,BDL,1316.0,482300000000.0,366489361.7021277,Mar 2023,01-03-2023
475315,475315,President Of India,74.93,541143,BDL,1316.0,482300000000.0,366489361.7021277,Jun 2023,01-06-2023
475316,475316,President Of India,74.93,541143,BDL,1316.0,482300000000.0,366489361.7021277,Sep 2023,01-09-2023
475317,475317,President Of India,74.93,541143,BDL,1316.0,482300000000.0,366489361.7021277,Dec 2023,01-12-2023
475318,475318,President Of India,74.93,541143,BDL,1316.0,482300000000.0,366489361.7021277,Mar 2024,01-03-2024
475319,475319,President Of India,74.93,541143,BDL,1316.0,482300000000.0,366489361.7021277,Jun 2024,01-06-2024
